gene	exprs	cell_type
NRIP1	2600.75	teNK
GAB2	531.25	teNK
EPCAM	38.25	hNK
ELMO2	4315.75	teNK
BCL2L1	703.75	teNK
DENND5A	1223.5	teNK
ACSL4	1922.75	teNK
CD52	4808.25	teNK
BCL11B	247.5	teNK
FCHO1	1803.5	teNK
BANK1	81	teNK
MTMR7	38	hNK
PARM1	79	teNK
TOPORS	1880	teNK
ASPM	247.75	teNK
LIG3	505.5	hNK
LYN	2204.25	teNK
PLGRKT	741.5	teNK
PEAK1	6755.5	teNK
CYB5R1	247	hNK
POU6F1	529.25	hNK
KDM6B	2519.75	teNK
DNAJA1	4619.75	teNK
PRKCB	4027	teNK
SELENOW	428.5	teNK
MED30	641.5	teNK
DOT1L	1210.75	teNK
SUN1	1110.25	teNK
RCCD1	234.75	teNK
RNH1	760.25	hNK
ABCB1	1229	teNK
ADO	570.25	hNK
CARNMT1	247	hNK
IL12RB2	7565	teNK
GRAP2	1880.5	teNK
CD44	5167.5	teNK
SYPL1	1388	teNK
RPS24	11115.25	hNK
WDFY4	102.5	teNK
TP53INP1	5453.75	teNK
SLC28A2	214	teNK
CLK1	9519.75	teNK
SLC12A6	1766.25	teNK
DPYSL2	2743.5	teNK
GRK5	988.75	teNK
SFR1	1621.5	teNK
ABCA5	93	hNK
NUSAP1	248.25	teNK
RPL6	3231	hNK
CLIP4	83.5	teNK
KIF5C	326.5	teNK
PSMD7	566.25	hNK
KCNIP2	39	hNK
RARG	674.25	teNK
AK3	2146.75	teNK
CPT1A	2764.25	teNK
MPL	84.75	teNK
SLC6A4	129.75	teNK
MKI67	3910.75	teNK
ELK3	1833.25	teNK
RAC3	171	teNK
LCP2	3192.75	teNK
CNRIP1	221	teNK
SPG7	682.25	teNK
KIF20A	134.5	teNK
PRR5	186.25	hNK
TRIM14	845.25	teNK
GALNT10	87.5	teNK
PGM2	477.5	teNK
EID3	132	hNK
MRPS18B	128	hNK
TSPAN2	77.25	teNK
PLEKHF1	215.25	teNK
CCR2	5819	hNK
ZNRF1	409.25	hNK
PLBD2	320	hNK
P2RY1	67.75	teNK
UNC119	656	teNK
TOM1	219.25	hNK
SNTB1	56.25	hNK
SPTB	70.5	teNK
EXOC3	1147.5	hNK
EML3	862.25	teNK
ARAP3	1991.75	teNK
LARP1	2081	hNK
HCST	810.5	teNK
PHF10	566.5	hNK
AGAP1	46.25	hNK
TNNI1	85.5	teNK
GLCCI1	231.5	hNK
PLXNA4	140.5	teNK
ITGAV	1621	teNK
GP9	80.25	teNK
VPS37B	3327.75	teNK
PWP1	406.25	hNK
GUCY1B1	68	teNK
BIRC2	1530	teNK
QPCT	134.5	hNK
SERPINI1	230.5	teNK
KCNN4	170.75	hNK
TMEM189	483	hNK
GIMAP1	1190.5	teNK
PPRC1	449.75	hNK
WDR62	308	teNK
IFI16	127	teNK
RPS18	1115.5	hNK
STRBP	1036.5	hNK
MVB12B	110	hNK
RAP2C	2131.75	teNK
GANC	720.75	teNK
PEG10	89.5	teNK
DPYSL3	83.75	teNK
GBP3	3124.25	hNK
PYCR1	51	hNK
GMFG	1624.5	teNK
MAN2B2	1105.25	hNK
MYBBP1A	1283.5	hNK
MEST	73	teNK
CLUH	442.25	hNK
CLCN3	2110.25	hNK
LAPTM5	13594.75	teNK
PKP4	754.25	teNK
PLAG1	121.75	hNK
ZNRF2	7943.25	teNK
GZMA	9486	teNK
DPY19L1	1631	teNK
L3MBTL3	975.25	teNK
GBP6	41.5	hNK
RMI2	63.25	hNK
VIRMA	3983.75	teNK
HIST1H1A	533	teNK
C19orf38	608	teNK
ACIN1	4903.25	teNK
ACOT7	1016.25	teNK
WLS	1068.75	teNK
PTPRCAP	1445.5	teNK
HSD17B12	571.75	hNK
RASA1	5568	teNK
RAET1G	233	teNK
RAET1L	233	teNK
ULBP1	233	teNK
ULBP2	233	teNK
ULBP3	233	teNK
SNX10	1179.75	teNK
ATP10A	848.25	hNK
NUF2	141.25	teNK
SPATA13	8911	teNK
CITED2	1633.75	teNK
NBEA	98.5	teNK
RETREG1	527	hNK
SFXN3	1848.75	teNK
SLC37A1	351	teNK
SMS	899.25	teNK
HECA	4511.75	teNK
TRIP12	9391.75	teNK
SH3BP2	511.5	teNK
SEMA4C	215.75	teNK
ARF4	2433.5	teNK
TBC1D1	1603.25	teNK
SEPT4	195	teNK
UBAC2	1319.5	teNK
RRP1B	360.75	hNK
PRNP	36.75	hNK
MINK1	1425	teNK
ZXDC	488.5	hNK
UBASH3A	398.75	teNK
SERAC1	135.75	hNK
MAP4K1	556.5	teNK
TAOK3	2651.5	teNK
IQGAP2	3068.25	teNK
POLK	822.25	teNK
TXLNG	994	teNK
SAMD3	6162	teNK
S100A10	4139.5	teNK
CD7	3538.25	teNK
TP53BP2	1315	teNK
PRPF31	481.75	hNK
FIBCD1	54.25	hNK
ARRDC1	1201	teNK
AAK1	4745.5	teNK
SESN1	1598.25	teNK
HLTF	2346.75	teNK
ANXA11	617	hNK
UNC93B1	426	teNK
SMOX	136.75	hNK
RALGDS	143	hNK
IL18RAP	20424.25	teNK
SLC16A10	92	hNK
C3orf38	1681.75	teNK
CCDC88C	7043.75	teNK
AKTIP	257.25	hNK
NCLN	778.5	teNK
YAF2	715.5	teNK
ATP5F1D	889	hNK
MNDA	981.5	teNK
SCARNA6	125.25	hNK
S1PR4	1233.5	teNK
MARVELD1	705	teNK
ADGRG1	84	teNK
KIF14	151	teNK
FAM78A	791.5	hNK
PYCARD	793	teNK
HIST1H2BL	244.75	teNK
ENTPD5	443.5	hNK
P3H4	106.75	teNK
ALDH1L2	29.75	hNK
HIGD1A	700.25	teNK
KLRD1	19047.5	teNK
UPP1	32	hNK
MTMR1	2370.25	teNK
JRK	109	hNK
AMD1	651.5	hNK
PBX2	641	teNK
AMIGO1	262.25	teNK
GPR141	31	hNK
HOOK1	223.5	hNK
IL21R	189.5	teNK
GPR183	319.25	hNK
LILRA4	129.25	teNK
LILRA5	129.25	teNK
LILRA6	129.25	teNK
LILRB3	129.25	teNK
LILRB4	129.25	teNK
LILRB5	129.25	teNK
ADI1	195.5	hNK
KDM7A	3047	teNK
EIF1AD	402.25	hNK
YBX3	2007.5	hNK
WASHC5	863	hNK
TNFRSF21	37.5	hNK
LMNA	410	teNK
ZNF48	261.5	hNK
TPX2	272	teNK
ZSCAN22	206.75	hNK
SYTL4	61.5	teNK
NOP14	614	hNK
ERF	163.25	teNK
CHMP5	1200.5	teNK
PNRC1	9484.25	teNK
PANX1	1040	teNK
ALKBH1	395	hNK
LASP1	3339.75	hNK
CCDC88B	1931.75	teNK
SMC5	3622.5	teNK
DEPDC1	91.75	teNK
COX6A2	26.75	hNK
KIZ	572	teNK
ATP6AP2	703	hNK
LSS	250.75	hNK
ZNF397	1007.75	hNK
SSTR2	31.75	hNK
PRR5L	817.5	hNK
ANKIB1	2818.75	teNK
ARHGAP30	5242.5	teNK
P4HA1	790	teNK
HLA-A	8380.25	teNK
HLA-B	8380.25	teNK
HLA-C	8380.25	teNK
HLA-E	8380.25	teNK
HLA-F	8380.25	teNK
HLA-G	8380.25	teNK
H1F0	96.75	hNK
KEAP1	391.25	hNK
RPS9	4007.25	hNK
ESPL1	124.25	teNK
NOS1AP	224	teNK
C1QBP	330	hNK
SNORA84	123	hNK
EEF1AKNMT	149.75	hNK
IFI16	2708.25	teNK
GNG2	948.5	hNK
DNAJC1	1947.25	teNK
PTPN2	1939.75	teNK
KIAA1551	5080.25	hNK
LENG9	231.25	teNK
RAB11FIP4	537	teNK
PRKCZ	52	hNK
ARGLU1	4083.75	teNK
PHF11	71.25	teNK
TRIM16	411.75	teNK
TRIM16L	411.75	teNK
CHTF8	1011.25	hNK
MYO6	745.75	teNK
SDCBP	6679	teNK
SEPT6	4170	teNK
KNL1	452.75	teNK
SELENOP	2947.5	teNK
ZNF768	153.75	hNK
RABGAP1L	3995.75	teNK
IRS2	1021.5	hNK
GBP6	1799	teNK
RAP2A	1063	teNK
DTL	418.5	teNK
DDHD2	466	hNK
RNF19A	714.5	hNK
ANGPTL6	27	hNK
SLC2A6	191	teNK
HIST1H2BL	216.5	teNK
UGCG	21728	teNK
OSGIN1	186.75	hNK
REX1BD	160.75	hNK
ECHS1	409	hNK
BID	498.75	hNK
BTBD8	150.5	hNK
ERICH1	251.75	teNK
EEF2	20350.75	hNK
CDC42SE1	2766.75	teNK
XAF1	368.25	teNK
UTP4	300	hNK
MPIG6B	93.75	teNK
VSIG10L	334	teNK
RNF130	1656	teNK
SYNGR2	644	hNK
RPTOR	2079.75	teNK
TBKBP1	158	teNK
LDLRAP1	1621	teNK
FAM53C	779	teNK
HIST2H3A	857.5	hNK
RNF13	2207	teNK
SPTAN1	8869	teNK
BAG3	288	teNK
ACACA	875.25	teNK
STX7	1042.5	teNK
LAT	339.75	teNK
CIP2A	321.5	teNK
MICU1	396	hNK
SLC39A4	118.5	hNK
SLC39A11	57.25	hNK
FAM43A	106	teNK
ASXL2	3273.5	teNK
PRR12	853.5	hNK
PDAP1	845.75	hNK
TMOD3	3569.75	hNK
CD9	2343.25	teNK
CD55	904.25	teNK
MSN	20695.5	teNK
CCNA2	336.75	teNK
PPP1R9B	4118.5	teNK
TATDN2	1394.25	teNK
CCNG2	1474.75	teNK
WDTC1	1333.25	teNK
RPL13A	181.5	hNK
ITGB7	3299.75	teNK
PRDX6	1122	hNK
CCNB2	128.25	teNK
CRIP1	1288.75	teNK
CLU	211.75	teNK
TRBC1	248.25	hNK
TRBC2	248.25	hNK
TRIP11	4250	teNK
MON1B	789.75	teNK
TDRD3	546.25	hNK
ALDH2	415.25	teNK
MAPK6	2040.5	teNK
SC5D	369.75	hNK
BCDIN3D	211.5	hNK
ITM2B	8529.5	hNK
HYOU1	1126.5	hNK
GFI1	493.75	teNK
STYK1	442.25	hNK
TEX2	498.5	hNK
DPY19L3	853.25	hNK
SH3BGRL3	1706.25	hNK
DIAPH2	1535.75	hNK
XCL1	1254.75	teNK
XCL2	1254.75	teNK
TFEB	531	teNK
LRRC45	373	teNK
CEP250	2633.25	teNK
KLRC1	9364.75	teNK
KLRC2	9364.75	teNK
KLRC3	9364.75	teNK
KLRC4	9364.75	teNK
KLRC4-KLRK1	9364.75	teNK
CD82	1293	teNK
CEP350	7283.25	teNK
HELZ2	3216	teNK
GYG1	977	teNK
LYPLA1	908	teNK
TRIB2	69.25	hNK
RBMS1	4307.5	teNK
THOC2	4351.75	teNK
ASAP1	1300.5	teNK
SKIV2L	1496	teNK
EXOSC5	270.5	hNK
NCAPH	214.5	teNK
EIF3G	564.75	hNK
CCR5	3496.25	hNK
SNORA79	209.5	hNK
PLXNA3	129.25	teNK
PLEKHG3	869.5	teNK
UTF1	428.25	teNK
EIF4G3	4046.75	teNK
ANGPTL4	51.5	hNK
PTPN5	36.75	hNK
CRLF3	2267	teNK
GBP3	716	hNK
RPL13	4840	hNK
NCBP3	1100.5	hNK
RNU1-67P	50.75	hNK
RNVU1-1	50.75	hNK
RNVU1-14	50.75	hNK
RNVU1-15	50.75	hNK
RNVU1-19	50.75	hNK
SERINC3	21304	teNK
MADD	3411.25	teNK
RHOD	28.75	hNK
EIF5A	1917	hNK
EIF5AL1	1917	hNK
HSP90AA1	6554.5	teNK
SAT1	2219.5	teNK
NXPH4	21.5	hNK
PTPN1	2082.25	teNK
TTL	151.25	hNK
MXD4	3876.5	teNK
SH3GL1	1037	teNK
CNTRL	6859.5	teNK
GALNT7	1669.5	teNK
BCL11A	57.25	teNK
LAMTOR1	270	hNK
PRRC2C	16717	teNK
SYNJ2	89	hNK
CAMKMT	196.75	hNK
RPP38	56.5	hNK
HNRNPH1	9823.25	teNK
CD74	474.25	teNK
MSMO1	249.5	hNK
B3GNTL1	238.25	teNK
TXN2	346.75	hNK
P2RY10	3794.75	teNK
NOL4L	351.75	teNK
ZNF775	531.75	teNK
FOXP4	1116	teNK
GPR18	457.25	teNK
DXO	331.25	teNK
IGSF3	40	hNK
OAS3	51.25	teNK
E2F6	279.25	hNK
RASGRF2	98.5	teNK
ZNF622	1847.5	teNK
ITGB1	17598	hNK
CAVIN1	71.25	teNK
ATP13A2	479.5	teNK
ITSN2	7413.25	teNK
SNORA13	161.5	hNK
USP22	861	hNK
PTPRE	1518	hNK
VPS8	802.5	hNK
AHR	351.75	hNK
ATAD3A	293	hNK
FBXL2	624.75	teNK
HAX1	200	hNK
ITGB5	67	teNK
TOX	860	teNK
PNN	3498.5	teNK
N4BP1	2106.75	teNK
RN7SL1	455.75	hNK
PIK3R2	243.5	teNK
RNF113A	538	teNK
RNF113B	538	teNK
IRF4	91.25	teNK
CEP162	776.75	teNK
SRRT	1648	teNK
TAF7	1153.75	teNK
PDE2A	340	teNK
ZNF292	6353.25	teNK
RETREG2	744.25	hNK
HACE1	1652	teNK
BAZ1A	4085.25	teNK
RPS16	2886.75	hNK
PPP2R5A	6625	teNK
EGR1	1844	teNK
PLSCR3	68	hNK
F2R	3188	hNK
SRSF6	4423	teNK
ATP8A1	1805.75	teNK
TRAPPC8	4911.5	teNK
COL11A2	171.5	teNK
RUNX2	1699.25	hNK
ZCCHC12	454.75	teNK
ZCCHC18	454.75	teNK
RPL35	912.75	hNK
CD2	3657	teNK
RBPMS2	51.5	teNK
DLG2	49.25	teNK
SEPT1	5010.25	teNK
NISCH	3074.25	teNK
LAS1L	721	hNK
MS4A6A	872	teNK
MS4A6E	872	teNK
NXF1	4146	teNK
SNORA57	317.5	hNK
EIF1	5029	teNK
BUB1B	133	teNK
GZMM	141	teNK
EGR2	173.5	hNK
ITIH5	1191.5	teNK
SUMO3	313.25	teNK
DZIP3	543.25	teNK
KDM3B	3618.25	teNK
SORBS1	538	teNK
FAR1	3121.75	teNK
ZNF831	1608.5	teNK
ATP6V0A2	2287.5	teNK
BCL9L	1821.75	teNK
DBF4	744.25	teNK
MBOAT7	481	hNK
HIST1H2BB	1215.75	teNK
SMAP2	1596.5	hNK
HIST1H2BL	163.75	teNK
HDAC4	1070.5	hNK
CLCF1	972.5	teNK
INTS6L	1046.5	teNK
PRKACB	5804	hNK
EVL	2886.75	teNK
TMEM209	885.5	hNK
UBE2D3	11699.75	teNK
TBC1D31	275.75	hNK
CYP51A1	218.75	hNK
KLHL4	477.5	teNK
RBM39	13869	teNK
RNF144B	55	teNK
LAMC1	650.5	teNK
RPS28	672.75	hNK
MRPL47	124.25	hNK
DNAJB1	1439.25	teNK
SCN1B	36	hNK
DOCK8	8498.5	teNK
TMCC1	933.75	hNK
SAMD14	49.5	teNK
DNAJA4	480	teNK
GNL3	732	hNK
GRIPAP1	1178.25	teNK
ARID1A	8556	teNK
STX2	569.25	teNK
TRIO	1467	hNK
ATP1B3	8076	teNK
HECTD2	149	teNK
TMC6	972.75	teNK
MED12	2969.5	teNK
MYO9A	861.5	hNK
TRIM28	1564.5	hNK
DHRS3	975	teNK
PTPN14	93.25	teNK
CKAP5	2513	teNK
KIF2C	61.25	teNK
BCAP29	512.75	hNK
ITPK1	788	teNK
TET1	110.25	teNK
ZNF878	470	hNK
MAF	723.75	teNK
ZNF507	547.5	hNK
SLC39A6	529	hNK
LBR	6983.5	teNK
MRPL23	122.5	hNK
ZFP91	4057.75	teNK
ZFP91-CNTF	4057.75	teNK
CD6	21	hNK
PRMT2	212.75	hNK
RASGEF1B	149	teNK
RRS1	248.75	hNK
CERCAM	286.75	teNK
SETD4	181.75	teNK
PRMT3	478.25	hNK
GADD45A	215	teNK
NHP2	280.25	hNK
CRTAM	726	teNK
TBC1D8B	916.75	teNK
TNFRSF10B	55.25	hNK
TNFRSF10C	55.25	hNK
TNFRSF10D	55.25	hNK
STAT6	2823.5	teNK
MCTP2	2075.75	teNK
RERE	1527.25	teNK
EIF3K	718	hNK
SLC38A1	2588.25	hNK
MAMDC2	51.75	teNK
ARL15	412	teNK
NEURL4	612.25	hNK
MTMR4	452.75	teNK
ZNF146	418.5	hNK
RN7SL674P	413.75	hNK
NSG2	601.5	hNK
APOL1	30.5	hNK
APOL2	30.5	hNK
APOL3	30.5	hNK
APOL4	30.5	hNK
ADGRG5	131.5	teNK
ARHGEF4	311	teNK
SYNE1	2078.75	teNK
UQCRQ	334.75	hNK
GNS	2187.5	teNK
AP1B1	2442.5	teNK
MAN1A1	4207.75	teNK
ATP2B1	6298	teNK
SDF2L1	237.75	hNK
FLYWCH1	207.25	hNK
LIMK1	1067.25	teNK
LIMD1	2119	teNK
MTMR12	2495.75	teNK
SLFN12	128	hNK
SLFN12L	128	hNK
RRP9	130.25	hNK
ZC3H6	230.5	hNK
RGP1	550.5	hNK
MED13	6607	teNK
SQLE	28.75	hNK
AZI2	4543.5	teNK
SRM	144.75	hNK
HEXB	1049.5	teNK
PPA1	192	hNK
LONRF3	51	hNK
NPTN	5282	teNK
TFAP4	84	hNK
CLDND1	1097.75	hNK
NOC2L	737.5	hNK
PCLAF	180.25	teNK
RPL28	1653.75	hNK
PRR7	104	teNK
TPP1	1037.25	hNK
ZNF335	1591.75	teNK
CD180	56.75	teNK
MLLT3	2420.75	teNK
STIM1	2048.25	teNK
PPP1R14B	124.25	hNK
KIT	2267.5	hNK
GRAP	534.75	teNK
GRAPL	534.75	teNK
FAM19A3	195.5	teNK
CHD4	7829.75	teNK
HIST1H2BF	393.5	teNK
GNAZ	44.5	teNK
UBXN2B	909.25	teNK
RASD1	45.25	teNK
KAT2B	878.5	teNK
PTGER4	2762.75	teNK
NCF1	154	teNK
SLC19A1	115.5	hNK
EBF1	48	teNK
CNOT6L	5971.75	teNK
ANO6	1334.5	teNK
MAP1A	80.5	teNK
TCP11L2	1497.5	teNK
TPPP3	34.25	teNK
CARD6	1577.5	hNK
DAP3	572	teNK
C3orf80	22.25	hNK
BUB1	138.25	teNK
TRAFD1	702.75	teNK
CIT	236	teNK
TXNRD3	126	hNK
ARHGAP11A	265.75	teNK
TUBB2B	53.75	teNK
RGL2	506.25	teNK
PAN3	4437	teNK
ACTR1B	836.25	teNK
TSSK6	45	teNK
MT-ND6	2297.75	teNK
DNASE2	109.75	hNK
TGFBR2	2361.75	hNK
EEF1B2	2828.25	hNK
EIF4A2	6766.5	teNK
MYCN	33	hNK
PPID	1576.75	teNK
CYP2C8	23.75	hNK
RPL3	4337.75	hNK
FOXN2	2261.75	teNK
TP53	800.25	hNK
POLG	1124.5	teNK
P2RY12	133.25	teNK
BRIP1	187.25	teNK
CNPY3	299.5	hNK
SFPQ	6818.25	teNK
UBL3	2074	teNK
MRPL33	345.5	hNK
SLC35E1	692.5	hNK
ZNF202	47.5	hNK
COX17	235.25	hNK
AQR	3495	teNK
PELO	44.5	hNK
CD86	41.5	teNK
HGH1	102.5	hNK
KSR1	407.5	teNK
HNRNPA2B1	15153.25	teNK
ROCK1	9923	teNK
MAP2K6	153.5	teNK
FIG4	1072.25	teNK
TIGIT	352.75	hNK
IFRD2	114.75	hNK
PTGES3	1834.25	hNK
IL16	2038.75	hNK
METTL1	66.5	hNK
H2AFX	634.5	teNK
RACK1	7640.5	hNK
SLC25A45	329.5	teNK
FBXW7	1411.75	teNK
TLR4	336.25	teNK
PRKCD	1227.25	teNK
NR3C2	70.25	teNK
ZNF629	103.25	hNK
HIST2H3D	1013.75	teNK
CREB3L1	29.25	hNK
ILDR1	46.75	teNK
RPS7	3414.25	hNK
ANGEL1	82.75	hNK
NOL12	440.5	hNK
ETFB	118.5	teNK
ABCA13	26.5	hNK
PROS1	64	teNK
MORC2	659	hNK
IFITM10	699	teNK
DUSP10	369.75	teNK
CAMKK2	394.75	teNK
SCARNA1	102	hNK
GMIP	2018.25	teNK
CDYL2	298.5	teNK
ZFAND2A	422.75	teNK
PPP2R5C	5228.75	teNK
ANKRD11	12613.75	teNK
RFX2	208.25	teNK
EHD4	975	teNK
TRDC	2586.5	hNK
POR	727	hNK
DDX20	472.75	hNK
DOCK2	17103.5	teNK
USP46	369	teNK
AGFG2	300.5	teNK
MX1	56.25	teNK
RPLP2	3044.25	hNK
PDLIM7	228	teNK
SENP7	2009	teNK
CLDN12	79.25	hNK
SIGIRR	553.25	teNK
SEC14L1	804	teNK
RRP15	148	hNK
DENND4C	2246.25	hNK
CASP3	876.25	hNK
NCAPG	221	teNK
ZNF605	399	teNK
CCSER2	1902.25	teNK
SH2D3C	2832	teNK
RCL1	120.75	hNK
PGM2L1	2747.25	teNK
SRCIN1	44	teNK
PPP4R1	1728.75	teNK
TANGO6	266.25	hNK
ATXN7	1940	teNK
RPS6KA1	2267.5	teNK
TBC1D17	446.75	hNK
TPM1	999	teNK
STK24	5527.75	teNK
SNORD17	6353.75	hNK
WIPF1	7079.75	teNK
CAPZB	4162	teNK
CTNNAL1	52.5	hNK
CYBA	568.75	teNK
TMEM243	1178.25	teNK
PIP4K2A	1455	teNK
CXorf21	571.25	teNK
TMEM135	585.5	hNK
TRIM68	436.75	teNK
ZFP69	230.25	hNK
RBM4	230.75	hNK
CIRBP	716.75	hNK
TAB1	165.25	hNK
FBXO6	99.75	hNK
P2RX1	40	teNK
STX3	116.5	hNK
MARK2	2667	teNK
IMMT	1431.75	hNK
BANF1	218.5	hNK
DIAPH1	7966.25	teNK
SNCA	41.5	teNK
PSMF1	446.75	hNK
HLA-DMA	87.75	teNK
FAM210B	238	hNK
RABAC1	485	hNK
BIRC8	3848.5	teNK
RPL7L1	537.5	hNK
FKBP10	53.75	teNK
ZC3H7A	4205.75	teNK
ZC3H13	2634	teNK
BLNK	44.75	teNK
HIST1H3H	86.5	teNK
RINL	2091.75	teNK
GBA2	692	teNK
DUSP11	4928.25	teNK
RBL1	1836.5	teNK
ARHGEF12	239	teNK
CEP164	444	teNK
SLC25A24	2310.5	teNK
YWHAG	1292.75	hNK
RNF123	1139	teNK
KIF4A	154.75	teNK
SVIL	1375	teNK
GJB2	42	teNK
HLA-A	18320.5	teNK
HLA-B	18320.5	teNK
HLA-C	18320.5	teNK
HLA-E	18320.5	teNK
HLA-F	18320.5	teNK
HLA-G	18320.5	teNK
ZNRF3	1580.5	teNK
TTC21B	329.5	teNK
CD81	49	teNK
GLS	5082.75	teNK
DKC1	722.5	hNK
SNORA66	42.75	hNK
CSNK1E	370	hNK
TPTEP2-CSNK1E	370	hNK
GSK3B	4142.75	teNK
KLRB1	43.75	hNK
PLAUR	27.75	teNK
CLIC4	1138.25	hNK
GRWD1	83.5	hNK
ALDH3A2	1101.25	hNK
LYRM9	181.25	hNK
DPYSL5	59.5	teNK
SELENOS	512	hNK
EIF1AX	723.25	hNK
CIC	3091.5	teNK
YWHAQ	3684	teNK
RASSF5	3855.75	teNK
TLE3	4470.25	teNK
SSPN	124	teNK
STAG2	8484	teNK
ZMYM1	345	hNK
FBXO28	1469	teNK
FCHO2	4570	teNK
CA1	30	teNK
MESD	313.75	hNK
SMYD5	133.25	hNK
TMEM97	59.75	hNK
IVNS1ABP	3744.25	teNK
PCYOX1	237.75	hNK
ACTN1	132	teNK
SNORA55	1486	hNK
SETBP1	1284.25	teNK
ST3GAL4	918.75	teNK
CCNL2	4755.5	teNK
RPS6KA5	778	teNK
USP33	1725	teNK
XPC	412.5	hNK
PMM1	56.25	hNK
MRPL17	302.75	hNK
MPRIP	2151.5	teNK
CTPS1	154	hNK
TMA16	117	hNK
SLC15A2	2370.75	teNK
CXCR4	1760.75	teNK
SMC6	4993.75	teNK
LRMDA	69	hNK
RPL38	2642.5	hNK
GLA	192	teNK
PCED1A	577.25	teNK
C1orf146	13.75	hNK
STAP1	549.5	teNK
CCDC107	225.5	hNK
DUSP22	290.5	teNK
CDC42EP3	1153.5	teNK
CYBB	39.5	teNK
TFDP1	865.5	teNK
HOPX	518.5	teNK
ACTR3	14840	teNK
ITLN1	41.75	teNK
TSPYL1	2400.5	teNK
TOR2A	238.25	hNK
HLX	59	hNK
GSTA1	27.75	hNK
GSTA2	27.75	hNK
PLOD2	1037	teNK
TAL1	41.25	teNK
MCU	583.25	teNK
NAB2	384	teNK
CARD16	939.75	teNK
CARD17	939.75	teNK
CASP1	939.75	teNK
AQP1	38.5	teNK
HLA-DQB1	42.5	teNK
HLA-DQB2	42.5	teNK
FRAT1	279.25	teNK
SRI	2401	teNK
ABCD1	1003	teNK
FILIP1	43	teNK
NCOA2	4501.25	teNK
NLRC3	3171	hNK
RPLP1	3865.5	hNK
RTN4	1319.25	hNK
WDR43	1207.5	hNK
ZNF703	521.75	teNK
TMEM184B	448.25	hNK
RN7SL2	635	hNK
PTBP3	13621.5	teNK
KIFC3	297.75	hNK
NSUN2	834.5	hNK
MLLT1	783.75	teNK
CPQ	44.75	teNK
FTSJ3	700	hNK
KDM4D	87.25	teNK
H3F3C	8009.75	teNK
AKR1A1	984.5	hNK
CHPF	661	teNK
SLC7A2	12.25	hNK
URB1	358.25	hNK
ANXA1	2524	teNK
EPAS1	109.75	teNK
IMPAD1	1287.25	teNK
ZBTB10	993.75	teNK
RDH13	82.75	hNK
RNF144A	41.5	teNK
MIF4GD	202.25	hNK
ANXA8	38.25	teNK
ANXA8L1	38.25	teNK
NUDT2	67.75	hNK
TRAF3IP2	465.25	teNK
HNRNPM	5209.25	teNK
CLK3	1952	teNK
RASGRP3	44.5	teNK
PALM	56.75	teNK
CEP57L1	306	teNK
ZDHHC15	1216	teNK
TRPS1	1232.5	teNK
ZNF512	1210	teNK
ADSL	426.5	hNK
UAP1L1	195.5	hNK
AKNA	9377.25	teNK
UBE2E3	965.75	teNK
KBTBD2	1911.25	teNK
ANAPC5	2504.75	teNK
UBB	7989	teNK
FAM168A	1314.25	teNK
GNA15	374.75	teNK
CDK17	2647	teNK
UBALD2	1005.5	teNK
SYNE2	1659	teNK
MMS22L	529.25	teNK
C12orf4	309.75	hNK
PTDSS1	660.25	hNK
GLIS3	38.5	hNK
TAF13	580.5	teNK
CELF2	7239.75	teNK
TRPV2	953.5	hNK
NFE2L2	1528.5	hNK
DNAJC3	2989.25	teNK
PUS7	219.75	hNK
CDK2	284.5	teNK
SDR39U1	89.25	hNK
TTLL7	26.75	hNK
CHIT1	38.5	teNK
ARL4A	616	teNK
DUSP18	101	teNK
CPEB4	1527	teNK
HNRNPA3	1894	teNK
SLC39A10	677	teNK
CLSPN	251.25	teNK
SAMSN1	1660	teNK
ERO1A	480.75	hNK
FAM208A	3710	teNK
ZYX	7912.5	teNK
UTP14A	214.25	teNK
UTP14C	214.25	teNK
SLC9A8	634.5	hNK
STX11	874.75	teNK
PATJ	264	hNK
RP9	490.25	hNK
SSBP1	376	hNK
CLNK	1151.25	hNK
TNFRSF18	456.75	hNK
ACADSB	437	hNK
ZDHHC23	47.25	hNK
TSPAN13	1209.5	hNK
ESD	831	hNK
KCTD11	292.75	hNK
BIRC3	1681	teNK
RRM2	269.75	teNK
CASP8	1761	teNK
DALRD3	639.5	teNK
MECP2	1233.25	hNK
ANKRD50	1436.25	teNK
ZNF512B	443.5	teNK
GNG12	373	teNK
SOCS3	507	teNK
VAMP4	915.75	teNK
NDC80	313.5	teNK
NEK7	2670.75	hNK
TRIM2	66.5	teNK
LNPEP	14967.75	teNK
YIF1B	144.5	hNK
RPL22L1	1811.75	teNK
SLC22A15	503.5	hNK
CAPN7	2326	teNK
AREL1	2112	teNK
DAPK1	33.75	teNK
SRGN	4980	hNK
PDLIM1	504.5	teNK
OBSCN	33.25	teNK
MICAL1	4394	teNK
GTPBP4	980.5	hNK
TMEM120B	62.25	hNK
FBL	417	hNK
MLKL	163.5	hNK
ATP11C	1526	teNK
PLK2	135.5	teNK
SNORA80B	123.5	teNK
ETFBKMT	276.25	hNK
SGO1	101	teNK
APOBR	455.5	teNK
SATB1	9454	teNK
OLFM1	1247	teNK
REPS1	1552.75	teNK
ERGIC1	287	hNK
ARHGAP19	136	teNK
ARHGAP19-SLIT1	136	teNK
MCCC1	164	hNK
IVD	203.75	hNK
